id,entry_time
0,0
1,1
2,1
3,1
4,2
5,2
6,2
7,2
8,2
9,3
10,4
11,4
12,4
13,6
14,6
15,6
16,6
17,6
18,6
19,7
20,7
21,7
22,7
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,9
31,9
32,10
33,10
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,12
43,12
44,12
45,12
46,12
47,13
48,13
49,13
50,13
51,14
52,14
53,14
54,14
55,15
56,15
57,15
58,15
59,15
60,15
61,15
62,15
63,15
64,16
65,16
66,16
67,16
68,16
69,16
70,16
71,16
72,16
73,16
74,17
75,17
76,17
77,17
78,17
79,18
80,18
81,18
82,18
83,18
84,18
85,18
86,18
87,18
88,18
89,19
90,19
91,19
92,19
93,19
94,19
95,20
96,20
97,20
98,20
99,20
100,21
101,21
102,21
103,21
104,22
105,22
106,22
107,22
108,22
109,23
110,23
111,23
112,23
113,23
114,23
115,23
116,23
117,23
118,23
119,23
120,24
121,24
122,24
123,24
124,24
125,24
126,24
127,24
128,24
129,24
130,24
131,24
132,25
133,25
134,25
135,25
136,25
137,26
138,26
139,26
140,26
141,26
142,26
143,26
144,26
145,27
146,27
147,27
148,27
149,27
150,27
151,27
152,27
153,27
154,27
155,27
156,27
157,27
158,27
159,27
160,28
161,28
162,28
163,28
164,28
165,28
166,28
167,28
168,29
169,29
170,29
171,29
172,29
173,29
174,29
175,29
176,29
177,29
178,29
179,29
180,29
181,30
182,30
183,30
184,30
185,30
186,30
187,30
188,30
189,30
190,30
191,31
192,31
193,31
194,31
195,31
196,31
197,31
198,31
199,32
200,32
201,32
202,32
203,32
204,33
205,33
206,33
207,33
208,33
209,33
210,33
211,33
212,34
213,34
214,34
215,34
216,34
217,34
218,34
219,34
220,34
221,35
222,35
223,35
224,35
225,35
226,35
227,35
228,35
229,35
230,36
231,36
232,36
233,36
234,36
235,36
236,36
237,36
238,36
239,36
240,36
241,37
242,37
243,37
244,37
245,37
246,37
247,37
248,37
249,37
250,37
251,37
252,37
253,37
254,37
255,37
256,37
257,38
258,38
259,38
260,38
261,38
262,39
263,39
264,39
265,39
266,39
267,39
268,39
269,39
270,39
271,39
272,40
273,40
274,40
275,40
276,40
277,40
278,40
279,40
280,40
281,41
282,41
283,41
284,41
285,41
286,41
287,42
288,42
289,42
290,42
291,42
292,42
293,42
294,43
295,43
296,43
297,43
298,43
299,43
300,43
301,43
302,43
303,43
304,43
305,43
306,43
307,44
308,44
309,44
310,44
311,44
312,44
313,44
314,45
315,45
316,45
317,45
318,45
319,46
320,46
321,46
322,46
323,46
324,46
325,46
326,46
327,46
328,47
329,47
330,47
331,47
332,47
333,47
334,48
335,48
336,48
337,48
338,48
339,48
340,48
341,48
342,48
343,48
344,49
345,49
346,49
347,49
348,49
349,49
350,50
351,50
352,50
353,50
354,50
355,50
356,50
357,50
358,50
359,51
360,51
361,51
362,51
363,51
364,52
365,52
366,52
367,52
368,52
369,52
370,52
371,53
372,53
373,53
374,53
375,53
376,53
377,53
378,53
379,54
380,54
381,54
382,54
383,54
384,54
385,55
386,55
387,55
388,55
389,55
390,56
391,56
392,56
393,57
394,57
395,57
396,57
397,57
398,57
399,58
400,58
401,59
402,59
403,59
404,59
405,59
406,59
407,59
408,60
409,60
410,60
411,61
412,61
413,62
414,62
415,62
416,62
417,63
418,63
419,64
420,64
421,64
422,64
423,65
424,65
425,65
426,66
427,66
428,66
429,66
430,66
431,66
432,67
433,67
434,67
435,67
436,67
437,68
438,68
439,68
440,68
441,68
442,68
443,68
444,68
445,69
446,69
447,69
448,69
449,70
450,70
451,70
452,70
453,70
454,70
455,70
456,71
457,71
458,72
459,72
460,72
461,72
462,72
463,73
464,73
465,73
466,73
467,73
468,73
469,73
470,73
471,74
472,74
473,74
474,74
475,74
476,74
477,75
478,75
479,75
480,75
481,75
482,75
483,75
484,75
485,76
486,76
487,76
488,76
489,76
490,76
491,76
492,76
493,76
494,77
495,77
496,77
497,77
498,77
499,78
500,78
501,78
502,78
503,78
504,78
505,78
506,78
507,78
508,78
509,78
510,79
511,79
512,79
513,79
514,79
515,80
516,80
517,80
518,80
519,80
520,80
521,80
522,80
523,80
524,80
525,80
526,81
527,81
528,81
529,81
530,81
531,81
532,81
533,81
534,81
535,81
536,81
537,82
538,82
539,82
540,82
541,82
542,83
543,83
544,83
545,83
546,83
547,83
548,83
549,83
550,83
551,83
552,83
553,84
554,84
555,84
556,84
557,84
558,84
559,84
560,84
561,85
562,85
563,85
564,85
565,85
566,85
567,85
568,85
569,85
570,85
571,86
572,86
573,86
574,86
575,86
576,86
577,86
578,86
579,86
580,86
581,87
582,87
583,87
584,87
585,87
586,87
587,87
588,87
589,88
590,88
591,88
592,88
593,88
594,88
595,88
596,88
597,88
598,88
599,88
600,88
601,88
602,88
603,88
604,89
605,89
606,89
607,89
608,89
609,89
610,89
611,89
612,89
613,89
614,89
615,89
616,89
617,89
618,89
619,90
620,90
621,90
622,90
623,90
624,90
625,90
626,91
627,91
628,91
629,91
630,91
631,91
632,91
633,91
634,92
635,92
636,92
637,93
638,93
639,93
640,93
641,93
642,93
643,93
644,93
645,93
646,94
647,94
648,94
649,94
650,94
651,94
652,94
653,94
654,94
655,94
656,94
657,94
658,94
659,94
660,95
661,95
662,95
663,95
664,95
665,95
666,95
667,95
668,95
669,95
670,96
671,96
672,96
673,96
674,96
675,96
676,97
677,97
678,97
679,97
680,97
681,97
682,97
683,97
684,97
685,97
686,97
687,97
688,97
689,98
690,98
691,98
692,98
693,98
694,98
695,98
696,99
697,99
698,99
699,99
700,99
701,99
702,100
703,100
704,100
705,100
706,100
707,100
708,100
709,100
710,100
711,101
712,101
713,101
714,101
715,101
716,101
717,102
718,102
719,102
720,102
721,102
722,102
723,102
724,102
725,102
726,102
727,102
728,103
729,103
730,103
731,103
732,103
733,103
734,103
735,103
736,103
737,104
738,104
739,104
740,104
741,104
742,104
743,104
744,105
745,105
746,105
747,105
748,105
749,105
750,106
751,106
752,106
753,107
754,107
755,107
756,107
757,107
758,108
759,108
760,108
761,108
762,108
763,108
764,109
765,109
766,110
767,110
768,110
769,110
770,110
771,110
772,110
773,111
774,111
775,112
776,112
777,113
778,113
779,113
780,113
781,114
782,114
783,114
784,114
785,115
786,115
787,116
788,116
789,116
790,117
791,117
792,117
793,118
794,118
795,118
796,119
797,119
798,119
799,119
