id,entry_time
0,1
1,2
2,3
3,4
4,8
5,9
6,10
7,10
8,11
9,11
10,11
11,12
12,12
13,12
14,12
15,13
16,13
17,13
18,13
19,13
20,13
21,14
22,14
23,14
24,15
25,15
26,16
27,16
28,16
29,17
30,17
31,17
32,17
33,17
34,18
35,19
36,19
37,19
38,20
39,20
40,20
41,20
42,20
43,20
44,21
45,21
46,22
47,22
48,22
49,22
50,23
51,24
52,24
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,26
61,26
62,27
63,27
64,27
65,28
66,28
67,29
68,29
69,29
70,29
71,29
72,29
73,30
74,30
75,30
76,30
77,30
78,30
79,31
80,31
81,31
82,31
83,31
84,31
85,32
86,32
87,33
88,33
89,33
90,33
91,34
92,34
93,34
94,34
95,34
96,34
97,35
98,35
99,35
100,35
101,35
102,35
103,35
104,36
105,36
106,36
107,36
108,37
109,37
110,37
111,37
112,37
113,37
114,37
115,38
116,38
117,38
118,38
119,38
120,38
121,38
122,39
123,39
124,39
125,39
126,40
127,40
128,40
129,40
130,40
131,40
132,40
133,40
134,40
135,40
136,40
137,40
138,41
139,41
140,41
141,41
142,42
143,42
144,42
145,42
146,42
147,42
148,42
149,42
150,42
151,43
152,43
153,43
154,43
155,43
156,43
157,43
158,44
159,44
160,44
161,44
162,44
163,44
164,44
165,44
166,44
167,44
168,44
169,45
170,45
171,45
172,45
173,45
174,45
175,45
176,45
177,45
178,46
179,46
180,46
181,46
182,46
183,47
184,47
185,47
186,48
187,48
188,48
189,48
190,48
191,49
192,49
193,49
194,49
195,49
196,49
197,49
198,49
199,49
200,49
201,49
202,50
203,50
204,50
205,50
206,50
207,50
208,50
209,50
210,50
211,50
212,50
213,51
214,51
215,51
216,51
217,51
218,51
219,51
220,52
221,52
222,52
223,52
224,52
225,52
226,52
227,52
228,52
229,52
230,53
231,53
232,53
233,53
234,53
235,53
236,53
237,53
238,54
239,54
240,54
241,54
242,54
243,54
244,54
245,54
246,54
247,54
248,54
249,55
250,55
251,55
252,55
253,55
254,55
255,55
256,55
257,55
258,55
259,56
260,56
261,56
262,56
263,56
264,56
265,57
266,57
267,57
268,57
269,57
270,57
271,57
272,57
273,58
274,58
275,58
276,58
277,58
278,59
279,59
280,59
281,59
282,59
283,59
284,59
285,60
286,60
287,60
288,60
289,60
290,60
291,60
292,60
293,61
294,61
295,61
296,61
297,61
298,61
299,61
300,61
301,61
302,61
303,62
304,62
305,62
306,62
307,62
308,62
309,62
310,62
311,62
312,62
313,62
314,62
315,62
316,62
317,62
318,62
319,62
320,63
321,63
322,63
323,63
324,63
325,63
326,63
327,63
328,63
329,63
330,63
331,63
332,63
333,64
334,64
335,64
336,64
337,64
338,64
339,64
340,64
341,64
342,64
343,64
344,64
345,64
346,65
347,65
348,65
349,65
350,65
351,65
352,65
353,65
354,65
355,65
356,65
357,66
358,66
359,66
360,66
361,66
362,66
363,66
364,66
365,66
366,66
367,66
368,66
369,66
370,66
371,67
372,67
373,67
374,67
375,67
376,67
377,67
378,67
379,67
380,67
381,67
382,67
383,68
384,68
385,68
386,68
387,68
388,68
389,68
390,68
391,68
392,68
393,68
394,68
395,68
396,69
397,69
398,69
399,69
400,69
401,69
402,69
403,69
404,69
405,69
406,69
407,69
408,70
409,70
410,70
411,70
412,70
413,70
414,70
415,70
416,70
417,70
418,70
419,70
420,70
421,70
422,70
423,70
424,71
425,71
426,71
427,71
428,71
429,71
430,71
431,71
432,71
433,71
434,71
435,71
436,71
437,72
438,72
439,72
440,72
441,72
442,72
443,72
444,72
445,72
446,72
447,72
448,72
449,72
450,72
451,72
452,72
453,72
454,72
455,73
456,73
457,73
458,73
459,73
460,73
461,73
462,73
463,73
464,73
465,73
466,74
467,74
468,74
469,74
470,74
471,74
472,74
473,74
474,74
475,74
476,74
477,75
478,75
479,75
480,75
481,75
482,75
483,75
484,75
485,75
486,75
487,75
488,75
489,75
490,75
491,75
492,75
493,75
494,75
495,75
496,76
497,76
498,76
499,76
500,76
501,76
502,76
503,76
504,76
505,76
506,76
507,76
508,76
509,77
510,77
511,77
512,77
513,77
514,77
515,77
516,77
517,77
518,77
519,77
520,77
521,78
522,78
523,78
524,78
525,78
526,78
527,78
528,78
529,78
530,78
531,78
532,78
533,78
534,78
535,78
536,79
537,79
538,79
539,79
540,79
541,79
542,79
543,79
544,79
545,79
546,79
547,79
548,79
549,79
550,80
551,80
552,80
553,80
554,80
555,80
556,80
557,80
558,80
559,80
560,81
561,81
562,81
563,81
564,81
565,81
566,81
567,81
568,81
569,81
570,81
571,82
572,82
573,82
574,82
575,82
576,82
577,82
578,82
579,82
580,82
581,82
582,83
583,83
584,83
585,83
586,83
587,83
588,83
589,83
590,84
591,84
592,84
593,84
594,84
595,84
596,84
597,84
598,85
599,85
600,85
601,85
602,85
603,85
604,85
605,85
606,85
607,85
608,85
609,86
610,86
611,86
612,86
613,86
614,86
615,86
616,86
617,86
618,86
619,87
620,87
621,87
622,87
623,87
624,87
625,87
626,88
627,88
628,88
629,88
630,88
631,88
632,88
633,88
634,88
635,89
636,89
637,89
638,89
639,89
640,89
641,89
642,89
643,89
644,90
645,90
646,90
647,90
648,90
649,90
650,91
651,91
652,91
653,91
654,91
655,91
656,91
657,91
658,91
659,92
660,92
661,92
662,92
663,92
664,92
665,92
666,92
667,92
668,92
669,92
670,92
671,92
672,92
673,93
674,93
675,93
676,93
677,93
678,93
679,93
680,93
681,93
682,94
683,94
684,94
685,94
686,94
687,94
688,94
689,94
690,94
691,94
692,94
693,95
694,95
695,95
696,95
697,95
698,95
699,95
700,95
701,96
702,96
703,96
704,96
705,96
706,96
707,96
708,96
709,96
710,97
711,97
712,97
713,97
714,97
715,98
716,98
717,98
718,98
719,98
720,98
721,98
722,98
723,98
724,98
725,98
726,98
727,99
728,99
729,99
730,99
731,99
732,100
733,100
734,100
735,100
736,100
737,100
738,100
739,100
740,101
741,101
742,101
743,101
744,102
745,102
746,102
747,102
748,102
749,102
750,102
751,103
752,103
753,103
754,103
755,103
756,103
757,104
758,104
759,104
760,104
761,104
762,105
763,105
764,105
765,106
766,106
767,106
768,107
769,107
770,107
771,107
772,107
773,107
774,107
775,107
776,107
777,107
778,108
779,108
780,108
781,108
782,108
783,109
784,110
785,110
786,111
787,111
788,111
789,111
790,112
791,112
792,113
793,114
794,115
795,116
796,116
797,117
798,117
799,118
